,Customer,State,Customer Lifetime Value,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,response Rate
3566,QD28391,Washington,7425.845305,Basic,College,Employed,M,84302,Rural,Married,62,19.0,63,0.0,2,Personal Auto,Personal L2,Offer2,Branch,76.609295,Four-Door Car,Medsize,0
3567,OA26316,Arizona,2221.364314,Basic,College,Unemployed,F,0,Suburban,Single,62,25.0,30,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,699.521401,Four-Door Car,Medsize,0
3568,UW20734,California,3590.693623,Extended,College,Employed,F,82918,Rural,Married,89,28.0,50,0.0,1,Personal Auto,Personal L2,Offer2,Branch,29.828668,Two-Door Car,Small,1
3569,OR27665,Washington,4927.707574,Basic,Bachelor,Unemployed,F,0,Rural,Married,67,29.0,40,0.0,9,Personal Auto,Personal L1,Offer1,Branch,132.443705,Two-Door Car,Medsize,0
3570,LF61343,California,10529.01236,Premium,High School or Below,Disabled,M,12688,Suburban,Married,140,5.0,96,0.0,3,Personal Auto,Personal L1,Offer1,Call Center,672.0,SUV,Medsize,0
3571,XG47945,Oregon,5616.845326,Basic,Master,Employed,M,48602,Suburban,Married,70,30.0,46,0.0,5,Corporate Auto,Corporate L3,Offer3,Agent,487.884823,Two-Door Car,Small,0
3572,FL34139,California,3688.110888,Basic,High School or Below,Unemployed,M,0,Suburban,Single,63,15.149070740488469,54,0.384256105867471,7,Personal Auto,Personal L2,Offer1,Call Center,669.682001,Four-Door Car,Medsize,0
3573,VB26229,Arizona,8697.882675,Basic,Bachelor,Employed,M,29540,Suburban,Divorced,73,3.0,23,0.0,2,Personal Auto,Personal L3,Offer2,Branch,350.4,Four-Door Car,Medsize,0
3574,YN15967,California,7409.083969,Extended,College,Employed,M,61160,Urban,Single,96,2.0,71,0.0,3,Corporate Auto,Corporate L2,Offer1,Branch,354.530239,Two-Door Car,Small,0
3575,LZ78622,California,6529.911496,Extended,High School or Below,Employed,M,44379,Suburban,Married,83,10.0,12,1.0,8,Special Auto,Special L3,Offer2,Call Center,398.4,Four-Door Car,Medsize,0
3576,PQ72803,Washington,2886.451602,Extended,High School or Below,Retired,F,10312,Suburban,Married,78,10.0,63,0.0,1,Personal Auto,Personal L3,Offer2,Agent,486.278557,Four-Door Car,Medsize,1
3577,AK59340,California,5601.138061,Basic,High School or Below,Employed,M,42360,Rural,Single,71,29.0,62,0.0,8,Corporate Auto,Corporate L3,Offer1,Branch,99.509191,Four-Door Car,Medsize,0
3578,KW81128,Arizona,15228.19865,Extended,College,Employed,F,95140,Rural,Divorced,126,6.0,52,0.0,2,Personal Auto,Personal L3,Offer1,Agent,45.049185,Sports Car,Medsize,0
3579,IS45756,Arizona,4756.913057,Extended,College,Employed,F,48938,Suburban,Divorced,121,23.0,20,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,580.8,SUV,Large,0
3580,KY98596,Arizona,5033.390798,Basic,Bachelor,Employed,M,68331,Suburban,Married,63,23.0,38,0.0,3,Personal Auto,Personal L1,Offer4,Branch,302.4,Four-Door Car,Small,0
3581,KO26461,Arizona,32269.85139,Extended,High School or Below,Employed,M,41520,Urban,Married,90,18.0,70,0.0,2,Personal Auto,Personal L2,Offer1,Agent,289.904105,Four-Door Car,Medsize,0
3582,ZF73834,California,2582.408525,Basic,Bachelor,Employed,F,76731,Urban,Married,64,2.0,68,0.0,1,Personal Auto,Personal L3,Offer2,Agent,201.455005,Four-Door Car,Medsize,1
3583,XW98867,Oregon,12298.6863,Basic,High School or Below,Medical Leave,M,17101,Suburban,Single,113,1.0,88,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,542.4,SUV,Medsize,1
3584,JE32215,California,38887.9034,Premium,Bachelor,Employed,F,44299,Rural,Married,107,0.0,73,0.0,2,Personal Auto,Personal L2,Offer2,Branch,180.085807,Two-Door Car,Medsize,0
3585,GV41938,California,46302.07562,Premium,High School or Below,Unemployed,F,0,Suburban,Married,151,33.0,94,1.0,2,Personal Auto,Personal L1,Offer1,Call Center,1087.2,SUV,Medsize,0
3586,FO36473,California,4298.378567,Basic,Bachelor,Employed,F,31414,Suburban,Married,116,0.0,68,4.0,1,Personal Auto,Personal L3,Offer1,Call Center,556.8,SUV,Medsize,1
3587,XH47201,California,6237.507291,Extended,High School or Below,Unemployed,M,0,Suburban,Married,90,2.0,46,1.0,3,Personal Auto,Personal L3,Offer4,Agent,432.0,Two-Door Car,Medsize,0
3588,OC32181,California,5708.024308,Basic,High School or Below,Employed,F,70279,Urban,Single,71,17.0,25,0.0,7,Special Auto,Special L3,Offer4,Call Center,331.231484,Four-Door Car,Medsize,1
3589,IA96447,California,6673.737677,Premium,College,Employed,M,85019,Suburban,Married,167,26.0,92,0.0,1,Personal Auto,Personal L3,Offer2,Agent,801.6,Sports Car,Medsize,0
3590,GE63585,California,2420.711888,Basic,Bachelor,Employed,M,31710,Urban,Divorced,62,5.0,29,0.0,1,Corporate Auto,Corporate L3,Offer1,Call Center,199.551735,Two-Door Car,Medsize,1
3591,DF66914,Arizona,32227.08389,Basic,Bachelor,Employed,F,45331,Suburban,Married,100,0.0,8,0.0,2,Personal Auto,Personal L1,Offer2,Agent,572.635987,SUV,Medsize,0
3592,UH89141,Oregon,33279.77231,Basic,High School or Below,Employed,F,59130,Urban,Married,117,21.0,7,0.0,2,Corporate Auto,Corporate L3,Offer4,Call Center,436.533172,Sports Car,Medsize,0
3593,HZ39407,Washington,2686.535218,Basic,Master,Disabled,M,26713,Rural,Divorced,71,22.0,69,0.0,1,Personal Auto,Personal L1,Offer1,Agent,142.695319,Four-Door Car,Medsize,0
3594,XA47378,California,2871.437451,Basic,Bachelor,Employed,F,23803,Suburban,Married,72,11.0,90,0.0,1,Corporate Auto,Corporate L2,Offer4,Branch,410.548521,Two-Door Car,Small,0
3595,MB54287,Oregon,2695.352444,Basic,Bachelor,Unemployed,F,0,Suburban,Single,73,23.0,59,0.0,1,Personal Auto,Personal L3,Offer1,Branch,780.57363,Four-Door Car,Small,0
3596,LN26837,California,2592.437797,Basic,High School or Below,Employed,M,72421,Suburban,Married,65,8.0,23,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,312.0,Four-Door Car,Small,1
3597,MK34957,Oregon,13297.71225,Basic,College,Employed,F,50631,Suburban,Married,112,19.0,12,4.0,2,Special Auto,Special L1,Offer2,Agent,784.65781,Four-Door Car,Medsize,0
3598,WH63678,Oregon,2727.682464,Basic,Master,Employed,M,74608,Suburban,Married,68,11.0,4,1.0,1,Corporate Auto,Corporate L2,Offer3,Web,407.68374,Four-Door Car,Medsize,0
3599,ZR81759,California,2820.741005,Basic,Master,Employed,M,35855,Urban,Married,70,13.0,51,0.0,1,Personal Auto,Personal L3,Offer3,Web,278.208622,Two-Door Car,Medsize,0
3600,NK53938,Oregon,2599.968438,Basic,Master,Employed,M,45181,Suburban,Married,65,21.0,68,0.0,1,Personal Auto,Personal L2,Offer4,Call Center,312.0,Four-Door Car,Medsize,0
3601,GM46746,Arizona,17776.82267,Extended,High School or Below,Employed,F,86205,Suburban,Single,223,8.0,67,0.0,8,Personal Auto,Personal L3,Offer3,Agent,1070.4,Luxury Car,Small,0
3602,QQ89253,Oregon,10221.80504,Extended,College,Unemployed,F,0,Suburban,Married,134,23.0,16,0.0,4,Personal Auto,Personal L3,Offer1,Agent,643.2,SUV,Small,0
3603,BL55947,California,5815.261714,Basic,College,Employed,M,76675,Rural,Married,72,5.0,38,0.0,9,Personal Auto,Personal L2,Offer4,Agent,141.718568,Four-Door Car,Small,0
3604,DG21323,California,4758.564558,Basic,High School or Below,Unemployed,F,0,Suburban,Single,64,29.0,36,0.0,9,Personal Auto,Personal L3,Offer3,Branch,607.733606,Four-Door Car,Medsize,0
3605,XI16714,Arizona,2554.032052,Basic,High School or Below,Unemployed,F,0,Suburban,Single,72,32.0,14,0.0,1,Corporate Auto,Corporate L1,Offer4,Web,405.804184,Four-Door Car,Medsize,0
3606,AF49027,Arizona,12827.42831,Premium,College,Unemployed,F,0,Suburban,Single,117,25.0,43,0.0,2,Personal Auto,Personal L3,Offer1,Agent,842.4,Two-Door Car,Medsize,0
3607,KK64803,California,27443.47482,Extended,High School or Below,Employed,M,82320,Suburban,Married,99,4.0,2,1.0,2,Personal Auto,Personal L2,Offer2,Branch,475.2,Four-Door Car,Medsize,0
3608,VK37392,Arizona,7772.473464,Extended,College,Employed,M,58345,Urban,Married,98,1.0,6,0.0,6,Personal Auto,Personal L1,Offer1,Branch,346.971517,Four-Door Car,Small,0
3609,FD11364,Oregon,6768.997027,Extended,Bachelor,Employed,F,77001,Suburban,Single,85,15.149070740488469,58,0.384256105867471,3,Special Auto,Special L3,Offer2,Call Center,408.0,Four-Door Car,Medsize,0
3610,AB69140,California,25093.57037,Basic,Master,Employed,M,36007,Suburban,Married,70,14.0,85,0.0,2,Personal Auto,Personal L2,Offer1,Branch,336.0,Four-Door Car,Small,0
3611,DR38127,California,8573.463947,Premium,College,Employed,M,46703,Suburban,Single,108,0.0,48,0.0,6,Personal Auto,Personal L3,Offer1,Branch,678.100487,Four-Door Car,Small,0
3612,JQ60102,California,8392.618913,Basic,Master,Unemployed,M,0,Suburban,Married,111,6.0,51,0.0,4,Corporate Auto,Corporate L2,Offer3,Branch,617.396701,Sports Car,Medsize,0
3613,JP12645,Arizona,12036.62051,Basic,Bachelor,Employed,M,44428,Suburban,Single,104,17.0,61,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,499.2,SUV,Medsize,1
3614,TU33850,Washington,4617.391775,Basic,Bachelor,Medical Leave,F,16764,Suburban,Married,61,15.149070740488469,79,0.384256105867471,7,Personal Auto,Personal L3,Offer1,Branch,292.8,Four-Door Car,Medsize,0
3615,IV13886,California,7292.397562,Basic,High School or Below,Unemployed,M,0,Suburban,Married,68,15.149070740488469,50,0.384256105867471,2,Personal Auto,Personal L3,Offer1,Branch,415.986454,Two-Door Car,Medsize,0
3616,XA77673,Nevada,16236.47626,Basic,College,Unemployed,F,0,Suburban,Single,74,24.0,54,2.0,2,Personal Auto,Personal L2,Offer2,Branch,680.753091,Four-Door Car,Medsize,0
3617,CP76842,Nevada,3352.87052,Extended,College,Employed,F,95438,Rural,Married,83,25.0,76,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,99.223092,Two-Door Car,Medsize,0
3618,DY27031,California,4448.564599,Basic,High School or Below,Unemployed,M,0,Suburban,Single,70,27.0,24,3.0,3,Personal Auto,Personal L1,Offer1,Agent,432.835989,Four-Door Car,Large,0
3619,DM76654,California,46611.87375,Extended,College,Employed,M,22022,Suburban,Single,136,35.0,1,0.0,2,Personal Auto,Personal L2,Offer2,Branch,979.2,SUV,Large,0
3620,NW23827,California,4652.91278,Basic,College,Unemployed,F,0,Rural,Married,63,15.149070740488469,23,0.384256105867471,7,Personal Auto,Personal L3,Offer1,Agent,151.231247,Four-Door Car,Medsize,0
3621,BS91566,Arizona,5431.219117,Basic,College,Employed,F,58161,Rural,Married,68,15.149070740488469,19,0.384256105867471,5,Corporate Auto,Corporate L2,Offer2,Call Center,140.747286,Four-Door Car,Large,0
3622,CQ78705,California,7145.29959,Extended,College,Employed,F,92681,Suburban,Divorced,91,8.0,23,3.0,8,Personal Auto,Personal L1,Offer3,Web,436.8,Four-Door Car,Medsize,1
3623,JY97451,California,2631.87754,Basic,College,Disabled,F,16976,Urban,Married,69,23.0,54,0.0,1,Personal Auto,Personal L3,Offer1,Agent,238.952528,Four-Door Car,Medsize,0
3624,TM33419,Washington,5255.576016,Extended,College,Employed,F,44536,Rural,Single,137,12.0,22,1.0,1,Personal Auto,Personal L2,Offer1,Branch,46.949646,SUV,Medsize,0
3625,QJ64737,California,6165.864761,Extended,High School or Below,Employed,F,60884,Suburban,Married,77,10.0,56,0.0,4,Personal Auto,Personal L3,Offer2,Branch,491.848498,Four-Door Car,Small,0
3626,JE84351,Oregon,6938.874476,Extended,Bachelor,Employed,M,53133,Suburban,Single,91,11.0,6,0.0,9,Personal Auto,Personal L3,Offer2,Agent,652.386798,Two-Door Car,Small,0
3627,NB40107,Arizona,2695.455483,Extended,High School or Below,Unemployed,M,0,Suburban,Single,76,33.0,84,0.0,1,Corporate Auto,Corporate L1,Offer1,Web,547.2,Four-Door Car,Small,0
3628,LE26899,California,4825.500869,Basic,Doctor,Unemployed,M,0,Urban,Married,63,8.0,27,0.0,9,Personal Auto,Personal L2,Offer3,Branch,272.843439,Four-Door Car,Medsize,0
3629,LN44535,Washington,7284.445594,Extended,College,Employed,F,44605,Suburban,Married,91,15.149070740488469,45,0.384256105867471,7,Personal Auto,Personal L3,Offer1,Branch,436.8,Four-Door Car,Medsize,0
3630,WH36754,California,19088.34203,Basic,College,Employed,F,32775,Urban,Divorced,61,10.0,73,0.0,2,Personal Auto,Personal L1,Offer1,Branch,251.886847,Four-Door Car,Small,1
3631,ZJ18419,Washington,5802.83547,Extended,College,Unemployed,F,0,Suburban,Married,78,27.0,10,0.0,8,Personal Auto,Personal L1,Offer1,Branch,644.755653,Four-Door Car,Small,0
3632,IC13702,California,6968.3419,Basic,Bachelor,Unemployed,F,0,Suburban,Single,69,33.0,61,1.0,2,Personal Auto,Personal L3,Offer1,Agent,496.8,Four-Door Car,Small,0
3633,DE59454,Nevada,2557.585549,Basic,Bachelor,Employed,M,72202,Suburban,Married,63,12.0,13,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,453.6,Two-Door Car,Small,0
3634,TI47802,California,2593.398672,Basic,Master,Unemployed,F,0,Suburban,Married,69,29.0,35,0.0,1,Personal Auto,Personal L3,Offer4,Branch,331.2,Two-Door Car,Medsize,0
3635,SJ95423,Arizona,8819.018934,Basic,High School or Below,Employed,M,99845,Suburban,Married,110,23.0,25,1.0,8,Corporate Auto,Corporate L3,Offer2,Branch,528.0,SUV,Medsize,1
3636,BO87401,Nevada,8714.922135,Basic,College,Unemployed,F,0,Suburban,Divorced,118,14.0,64,0.0,4,Personal Auto,Personal L1,Offer1,Agent,566.4,SUV,Medsize,1
3637,EL44544,Oregon,13009.24125,Basic,High School or Below,Employed,F,57591,Suburban,Divorced,66,5.0,74,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,316.8,Four-Door Car,Medsize,0
3638,TZ19823,California,3265.156348,Extended,Bachelor,Employed,F,25820,Suburban,Divorced,82,10.0,69,0.0,1,Personal Auto,Personal L3,Offer1,Agent,393.6,Four-Door Car,Medsize,1
3639,FG16885,Arizona,15814.74557,Premium,College,Unemployed,M,0,Suburban,Single,146,7.0,50,0.0,2,Personal Auto,Personal L2,Offer2,Web,1055.43784,SUV,Medsize,0
3640,DA34555,California,3363.004143,Extended,College,Employed,F,80138,Urban,Married,83,3.0,33,0.0,1,Personal Auto,Personal L3,Offer4,Branch,209.427344,Four-Door Car,Medsize,0
3641,BZ81849,Arizona,7494.087341,Basic,Bachelor,Unemployed,F,0,Suburban,Married,68,6.0,25,0.0,2,Personal Auto,Personal L3,Offer3,Call Center,326.4,Four-Door Car,Medsize,0
3642,AU46443,Nevada,7517.083811,Basic,Bachelor,Unemployed,F,0,Suburban,Single,102,19.0,13,0.0,3,Personal Auto,Personal L3,Offer1,Agent,1178.995926,SUV,Medsize,0
3643,KI70852,Nevada,3569.864625,Basic,Bachelor,Unemployed,F,0,Suburban,Single,101,12.0,38,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,1201.085226,SUV,Small,0
3644,WN91943,California,12948.39854,Premium,College,Employed,M,30763,Suburban,Single,111,28.0,19,0.0,2,Personal Auto,Personal L1,Offer1,Agent,1072.532443,Four-Door Car,Medsize,0
3645,ED59130,Arizona,16705.10312,Extended,Bachelor,Employed,M,74900,Suburban,Married,208,31.0,63,0.0,6,Personal Auto,Personal L1,Offer3,Call Center,998.4,Luxury SUV,Medsize,0
3646,AY19539,California,6005.847375,Extended,College,Retired,M,13528,Suburban,Single,86,21.0,35,0.0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,1
3647,LC27380,Oregon,5720.897922,Basic,High School or Below,Employed,F,32224,Rural,Married,72,27.0,21,0.0,3,Personal Auto,Personal L2,Offer1,Branch,19.281882,Four-Door Car,Medsize,0
3648,YD27780,Arizona,10103.64886,Extended,Bachelor,Employed,F,72334,Urban,Married,129,26.0,66,3.0,6,Corporate Auto,Corporate L2,Offer3,Call Center,412.829624,SUV,Medsize,0
3649,BP69529,Arizona,9915.90229,Extended,Bachelor,Employed,M,30604,Suburban,Divorced,131,35.0,76,2.0,3,Corporate Auto,Corporate L3,Offer2,Agent,984.170299,SUV,Medsize,0
3650,PU25554,Oregon,2885.328202,Basic,Bachelor,Employed,F,62579,Urban,Married,72,33.0,53,0.0,1,Personal Auto,Personal L2,Offer4,Agent,326.242099,Four-Door Car,Medsize,0
3651,OT42923,California,2751.250209,Basic,High School or Below,Employed,M,86788,Suburban,Single,70,15.149070740488469,68,0.384256105867471,1,Personal Auto,Personal L3,Offer2,Agent,336.0,Four-Door Car,Medsize,0
3652,QQ89253,Oregon,10221.80504,Extended,College,Unemployed,F,0,Suburban,Married,134,15.149070740488469,16,0.384256105867471,4,Personal Auto,Personal L3,Offer1,Agent,643.2,SUV,Small,0
3653,AT41276,California,8110.536059,Basic,Bachelor,Employed,M,36554,Suburban,Married,70,6.0,62,1.0,2,Personal Auto,Personal L2,Offer4,Call Center,433.38842,Two-Door Car,Small,0
3654,XR17548,Oregon,5064.127663,Basic,High School or Below,Employed,M,78735,Urban,Married,63,32.0,53,1.0,6,Personal Auto,Personal L1,Offer2,Branch,225.558918,Four-Door Car,Medsize,0
3655,ZN96843,Arizona,2414.770722,Basic,Bachelor,Unemployed,M,0,Suburban,Single,67,3.0,54,0.0,1,Personal Auto,Personal L1,Offer1,Branch,482.4,Two-Door Car,Large,0
3656,FR15853,Nevada,6366.225775,Extended,High School or Below,Employed,M,44368,Suburban,Married,80,5.0,72,0.0,3,Corporate Auto,Corporate L2,Offer2,Call Center,384.0,Two-Door Car,Large,1
3657,ZJ22132,Oregon,3130.67843,Extended,High School or Below,Employed,F,42056,Urban,Married,78,21.0,2,0.0,1,Personal Auto,Personal L3,Offer1,Agent,221.951098,Four-Door Car,Large,0
3658,IY77611,California,26223.81193,Basic,High School or Below,Unemployed,M,0,Suburban,Single,115,15.149070740488469,15,0.384256105867471,2,Corporate Auto,Corporate L3,Offer1,Call Center,828.0,SUV,Medsize,1
3659,RY23571,California,2483.67134,Basic,Bachelor,Employed,F,75615,Rural,Married,65,16.0,39,5.0,1,Personal Auto,Personal L3,Offer2,Branch,156.54837,Four-Door Car,Medsize,0
3660,JA93297,California,22658.53652,Basic,Bachelor,Retired,M,23665,Suburban,Married,67,19.0,50,0.0,2,Personal Auto,Personal L2,Offer1,Branch,404.817249,Four-Door Car,Medsize,1
3661,VO30155,Nevada,5421.537952,Basic,High School or Below,Employed,M,85447,Suburban,Single,71,23.0,2,2.0,3,Corporate Auto,Corporate L2,Offer4,Branch,509.997312,Four-Door Car,Medsize,0
3662,CB62406,California,6803.596768,Premium,High School or Below,Employed,M,43758,Suburban,Married,171,16.0,29,0.0,1,Corporate Auto,Corporate L3,Offer1,Call Center,1129.929433,SUV,Medsize,1
3663,EY74093,Nevada,5004.135361,Basic,High School or Below,Employed,M,86834,Rural,Single,64,2.0,93,0.0,8,Corporate Auto,Corporate L1,Offer4,Agent,0.099007,Four-Door Car,Medsize,0
3664,GT41712,California,5414.320958,Basic,Bachelor,Unemployed,F,0,Rural,Married,74,17.0,51,0.0,4,Personal Auto,Personal L3,Offer1,Agent,78.581528,Four-Door Car,Medsize,0
3665,OC32181,Nevada,5708.024308,Basic,High School or Below,Employed,F,70279,Urban,Single,71,17.0,25,0.0,7,Special Auto,Special L3,Offer4,Call Center,331.231484,Four-Door Car,Medsize,0
3666,UF46533,California,4574.524094,Basic,College,Employed,F,99316,Suburban,Single,114,26.0,53,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,754.358929,SUV,Medsize,0
3667,QT84069,California,50568.25912,Extended,Master,Employed,M,82081,Urban,Married,249,1.0,62,0.0,2,Personal Auto,Personal L1,Offer2,Branch,753.760098,Luxury SUV,Small,1
3668,UA94723,Oregon,4428.031583,Basic,High School or Below,Employed,F,58577,Urban,Married,110,6.0,62,0.0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,Medsize,1
3669,PG90331,California,18635.90451,Basic,College,Disabled,M,11656,Suburban,Married,70,19.0,8,0.0,2,Personal Auto,Personal L2,Offer3,Agent,336.0,Two-Door Car,Medsize,0
3670,YD65161,California,2912.59798,Basic,Bachelor,Employed,F,65436,Rural,Married,73,14.0,55,0.0,1,Personal Auto,Personal L3,Offer4,Agent,40.752864,Four-Door Car,Small,1
3671,HX63408,Arizona,4822.436037,Basic,Bachelor,Employed,M,73769,Rural,Divorced,61,24.0,84,0.0,6,Corporate Auto,Corporate L1,Offer1,Branch,121.654567,Four-Door Car,Medsize,0
3672,DS34823,Arizona,4250.282624,Basic,High School or Below,Unemployed,F,0,Suburban,Single,61,15.149070740488469,1,0.384256105867471,7,Personal Auto,Personal L2,Offer1,Agent,292.8,Four-Door Car,Small,1
3673,PA56702,Arizona,8569.36439,Basic,Doctor,Unemployed,M,0,Suburban,Married,117,13.0,11,0.0,8,Personal Auto,Personal L1,Offer4,Agent,957.134978,SUV,Small,0
3674,EE53627,Oregon,2242.090803,Basic,High School or Below,Disabled,M,12131,Urban,Single,64,32.0,60,1.0,1,Personal Auto,Personal L2,Offer3,Call Center,251.44949,Four-Door Car,Medsize,0
3675,IA90990,California,10004.74874,Extended,High School or Below,Unemployed,F,0,Suburban,Single,89,15.149070740488469,55,0.384256105867471,2,Corporate Auto,Corporate L3,Offer2,Branch,640.8,Two-Door Car,Medsize,0
3676,KL17620,California,7130.294828,Basic,College,Disabled,F,12062,Suburban,Single,63,3.0,42,0.0,2,Corporate Auto,Corporate L1,Offer4,Web,302.4,Four-Door Car,Medsize,0
3677,FG35165,Washington,2480.487171,Basic,College,Employed,F,50516,Urban,Married,62,34.0,95,0.0,1,Personal Auto,Personal L3,Offer1,Branch,179.633818,Four-Door Car,Medsize,0
3678,CE12380,Arizona,20090.43865,Basic,College,Unemployed,F,0,Urban,Single,66,16.0,19,1.0,2,Corporate Auto,Corporate L3,Offer1,Agent,252.149798,Four-Door Car,Medsize,0
3679,WO94087,Arizona,6361.954003,Extended,Bachelor,Unemployed,F,0,Suburban,Married,87,17.0,33,0.0,3,Corporate Auto,Corporate L1,Offer4,Agent,417.6,Four-Door Car,Medsize,0
3680,ZD63451,California,2503.660407,Basic,Bachelor,Employed,M,53338,Rural,Married,63,15.149070740488469,35,0.384256105867471,1,Personal Auto,Personal L2,Offer4,Agent,35.45384,Four-Door Car,Medsize,0
3681,SY29553,Oregon,2585.444463,Basic,High School or Below,Unemployed,F,0,Suburban,Married,73,14.0,36,2.0,1,Personal Auto,Personal L3,Offer2,Agent,350.4,Four-Door Car,Medsize,0
